#id,timestamp|gmt_local_diff_sec|gmt_servertime_diff_sec,name,lat,lon,bikes,spaces,installed,locked,temporary,total_docks,givesbonus_acceptspedelecs_fbbattlevel,pedelecs
194,1664222967|-3600|-3600,"Hop Exchange, The Borough",51.50462759,-0.091773776,7,49,true,false,false,56,true,0
195,1664222967|-3600|-3600,"Milroy Walk, South Bank",51.50724437,-0.106237501,19,11,true,false,false,30,true,0
196,1664222967|-3600|-3600,"Union Street, The Borough",51.50368837,-0.098497684,3,14,true,false,false,17,true,0
197,1664222967|-3600|-3600,"Stamford Street, South Bank",51.50556905,-0.111606696,15,12,true,false,false,27,true,0
199,1664222967|-3600|-3600,"Great Tower Street, Monument",51.51048489,-0.082989638,2,22,true,false,false,24,true,0
200,1664222967|-3600|-3600,"LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,10,4,true,false,false,14,true,0
201,1664222967|-3600|-3600,"Dorset Square, Marylebone",51.5225965,-0.161113413,9,7,true,false,false,16,true,0
202,1664222967|-3600|-3600,"Leman Street, Aldgate",51.51236389,-0.06954201,36,1,true,false,false,37,true,0
203,1664222967|-3600|-3600,"West Smithfield Rotunda, Farringdon",51.51821864,-0.100791005,2,13,true,false,false,15,true,0
204,1664222967|-3600|-3600,"Margery Street, Clerkenwell",51.52659961,-0.112432615,4,15,true,false,false,19,true,0
206,1664222967|-3600|-3600,"New Road 1 , Whitechapel",51.518154,-0.062697,6,30,true,false,false,36,true,0
207,1664222967|-3600|-3600,"Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,3,15,true,false,false,18,true,0
208,1664222967|-3600|-3600,"Mallory Street, Marylebone",51.52505151,-0.166304359,13,7,true,false,false,20,true,0
209,1664222967|-3600|-3600,"Denyer Street, Knightsbridge",51.49358391,-0.165101392,10,20,true,false,false,30,true,0
210,1664222967|-3600|-3600,"Hinde Street, Marylebone",51.51681444,-0.151926305,0,21,true,false,false,21,true,0
211,1664222967|-3600|-3600,"Cadogan Place, Knightsbridge",51.49464523,-0.158105512,5,29,true,false,false,34,true,0
212,1664222967|-3600|-3600,"Campden Hill Road, Notting Hill",51.50658458,-0.199004026,13,4,true,false,false,17,true,0
213,1664222967|-3600|-3600,"Wellington Arch, Hyde Park",51.50274025,-0.149569201,3,33,true,false,false,36,true,0
214,1664222967|-3600|-3600,"Endsleigh Gardens, Euston",51.52683806,-0.130504336,31,1,true,false,false,32,true,0
215,1664222967|-3600|-3600,"Moorfields, Moorgate",51.51906932,-0.088285377,1,53,true,false,false,54,true,0
216,1664222967|-3600|-3600,"Old Brompton Road, South Kensington",51.49094565,-0.181190899,30,0,true,false,false,30,true,0
217,1664222967|-3600|-3600,"Wormwood Street, Liverpool Street",51.51615461,-0.082422399,2,14,true,false,false,16,true,0
218,1664222967|-3600|-3600,"St. Luke's Church, Chelsea",51.48971651,-0.170194408,9,11,true,false,false,20,true,0
219,1664222967|-3600|-3600,"Bramham Gardens, Earl's Court",51.49016361,-0.19039362,29,0,true,false,false,29,true,0
221,1664222967|-3600|-3600,"Horseferry Road, Westminster",51.49481649,-0.13045856,13,3,true,false,false,16,true,0
222,1664222967|-3600|-3600,"Knightsbridge, Hyde Park",51.50275704,-0.155349725,27,16,true,false,false,43,true,0
223,1664222967|-3600|-3600,"Rodney Road , Walworth",51.49148474,-0.090220911,7,17,true,false,false,24,true,0
